season,week,seasonType,startDateEastern,dayOfWeek,kickoffTimeStr,homeTeam,awayTeam,homeTeamRank,awayTeamRank,isRankedMatchup,stadium,capacity,city,state,neutralSite,isRivalry,conferenceGame,excitementIndex,lowest_price,average_price,listing_count,group_price_2,group_price_4,lowest_price_upper,lowest_price_lower
2025,4,regular,2025-09-20 00:00:00-04:00,Saturday,,Virginia Tech,Wofford,,,False,Lane Stadium/Worsham Field,66233.0,Blacksburg,VA,False,False,False,,97,101,408,71,341,61,160
2025,4,regular,2025-09-20 00:00:00-04:00,Saturday,,Memphis,Arkansas,24.0,,False,Simmons Bank Liberty Stadium,62380.0,Memphis,TN,False,False,False,,143,146,309,142,156,79,155
2025,4,regular,2025-09-20 00:00:00-04:00,Saturday,,Utah State,McNeese,,,False,,,,,False,False,False,,89,149,600,146,218,70,148
2025,4,regular,2025-09-20 00:00:00-04:00,Saturday,,Colorado State,UTSA,,,False,Sonny Lubick Field at Canvas Stadium,41200.0,Fort Collins,CO,False,False,False,,104,117,856,167,136,44,195
2025,4,regular,2025-09-20 00:00:00-04:00,Saturday,,UTEP,UL Monroe,,,False,Sun Bowl Stadium,46670.0,El Paso,TX,False,False,False,,69,205,263,69,144,85,94
2025,4,regular,2025-09-20 00:00:00-04:00,Saturday,,Middle Tennessee,Marshall,,,False,"Johnny ""Red"" Floyd Stadium",31000.0,Murfreesboro,TN,False,False,False,,63,193,104,98,274,35,101
2025,4,regular,2025-09-20 00:00:00-04:00,Saturday,,Louisiana Tech,Southern Miss,,,False,Joe Aillet Stadium,28109.0,Ruston,LA,False,True,False,,120,175,939,144,255,90,114
2025,4,regular,2025-09-20 00:00:00-04:00,Saturday,,Liberty,James Madison,,,False,Arthur L. Williams Stadium,25000.0,Lynchburg,VA,False,False,False,,141,232,534,90,322,88,164
2025,4,regular,2025-09-20 00:00:00-04:00,Saturday,,Kansas,West Virginia,,,False,David Booth Kansas Memorial Stadium,50071.0,Lawrence,KS,False,False,True,,73,192,863,95,357,60,107
2025,4,regular,2025-09-20 00:00:00-04:00,Saturday,,East Carolina,BYU,,13.0,False,Bagwell Field at Dowdy–Ficklen Stadium,51000.0,Greenville,NC,False,False,False,,77,107,437,55,164,20,163
2025,4,regular,2025-09-20 00:00:00-04:00,Saturday,,Colorado,Wyoming,25.0,,False,Folsom Field,50183.0,Boulder,CO,False,False,False,,56,242,572,113,259,44,160
2025,4,regular,2025-09-20 00:00:00-04:00,Saturday,,Baylor,Arizona State,,7.0,False,McLane Stadium,45140.0,Waco,TX,False,False,True,,36,115,327,186,141,30,87
2025,4,regular,2025-09-20 00:00:00-04:00,Saturday,,Virginia,Stanford,,,False,"Carl Smith Center, Home of David A. Harrison III Field at Scott Stadium",61500.0,Charlottesville[g],VA,False,False,True,,30,184,198,89,256,67,94
2025,4,regular,2025-09-20 00:00:00-04:00,Saturday,,Florida State,Kent State,,,False,Bobby Bowden Field at Doak S. Campbell Stadium,79560.0,Tallahassee,FL,False,False,False,,54,131,315,103,306,40,107
2025,4,regular,2025-09-20 00:00:00-04:00,Saturday,,Georgia Tech,Temple,,,False,Bobby Dodd Stadium at Hyundai Field,55000.0,Atlanta,GA,False,False,False,,137,103,544,169,112,66,103
2025,4,regular,2025-09-20 00:00:00-04:00,Saturday,,TCU,SMU,,12.0,False,Amon G. Carter Stadium,45000.0,Fort Worth,TX,False,True,False,,78,175,220,181,274,49,159
2025,4,regular,2025-09-20 00:00:00-04:00,Saturday,,UCF,North Carolina,,,False,Acrisure Bounce House,44206.0,Orlando[c],FL,False,False,False,,85,117,897,71,231,74,134
2025,4,regular,2025-09-20 00:00:00-04:00,Saturday,,Louisville,Bowling Green,,,False,L&N Federal Credit Union Stadium,61000.0,Louisville,KY,False,False,False,,56,167,822,166,133,50,112
2025,4,regular,2025-09-20 12:00:00-04:00,Saturday,12:00 PM,South Florida,South Carolina State,,,False,Raymond James Stadium,65857.0,Tampa,FL,False,False,False,,67,203,185,87,193,82,113
2025,4,regular,2025-09-20 12:00:00-04:00,Saturday,12:00 PM,Army,North Texas,21.0,,False,Blaik Field at Michie Stadium,38000.0,West Point,NY,False,False,True,,92,161,354,154,279,83,84
2025,4,regular,2025-09-20 12:45:00-04:00,Saturday,12:45 PM,Tennessee,UAB,9.0,,False,Neyland Stadium,101915.0,Knoxville,TN,False,False,False,,85,140,406,98,168,33,95
2025,4,regular,2025-09-20 13:00:00-04:00,Saturday,1:00 PM,Central Michigan,Wagner,,,False,Kramer/Deromedi Field at Kelly/Shorts Stadium,30255.0,Mount Pleasant,MI,False,False,False,,87,96,463,141,220,91,155
2025,4,regular,2025-09-20 15:30:00-04:00,Saturday,3:30 PM,UConn,Ball State,,,False,Pratt & Whitney Stadium at Rentschler Field,40000.0,East Hartford,CT,False,False,False,,30,161,786,197,115,67,102
2025,4,regular,2025-09-20 15:30:00-04:00,Saturday,3:30 PM,Notre Dame,Purdue,2.0,,False,Notre Dame Stadium,77622.0,Notre Dame,IN,False,True,False,,134,249,874,135,231,26,187
2025,4,regular,2025-09-20 15:30:00-04:00,Saturday,3:30 PM,Nebraska,Michigan,,,False,"Memorial Stadium, Tom Osborne Field",85458.0,Lincoln,NE,False,False,True,,100,102,360,84,265,39,138
2025,4,regular,2025-09-20 15:30:00-04:00,Saturday,3:30 PM,Ohio,Gardner-Webb,,,False,Frank Solich Field at Peden Stadium,24000.0,Athens,OH,False,False,False,,122,157,617,144,264,49,184
2025,4,regular,2025-09-20 16:15:00-04:00,Saturday,4:15 PM,Mississippi State,Northern Illinois,,,False,Davis Wade Stadium at Scott Field,61337.0,Mississippi State[h],MS,False,False,False,,110,164,422,90,270,77,136
2025,4,regular,2025-09-20 17:00:00-04:00,Saturday,5:00 PM,San José State,Idaho,,,False,,,,,False,False,False,,74,200,273,172,384,33,173
2025,4,regular,2025-09-20 18:00:00-04:00,Saturday,6:00 PM,Kennesaw State,Arkansas State,,,False,Fifth Third Stadium,10200.0,Kennesaw[j],GA,False,False,False,,76,167,203,137,113,26,111
2025,4,regular,2025-09-20 18:00:00-04:00,Saturday,6:00 PM,Florida International,Delaware,,,False,,,,,True,False,False,,140,55,233,87,338,40,94
2025,4,regular,2025-09-20 19:00:00-04:00,Saturday,7:00 PM,Missouri State,UT Martin,,,False,Robert W. Plaster Stadium,17500.0,Springfield,MO,False,False,False,,68,113,590,182,219,54,81
2025,4,regular,2025-09-20 19:00:00-04:00,Saturday,7:00 PM,Georgia Southern,Maine,,,False,Allen E. Paulson Stadium,25000.0,Statesboro,GA,False,False,False,,109,157,261,97,341,45,107
2025,4,regular,2025-09-20 19:00:00-04:00,Saturday,7:00 PM,Air Force,Boise State,,8.0,False,Falcon Stadium,39441.0,USAF Academy[i],CO,False,False,True,,126,140,846,179,141,23,109
2025,4,regular,2025-09-20 19:00:00-04:00,Saturday,7:00 PM,Western Kentucky,Nevada,,,False,Houchens Industries–L. T. Smith Stadium at Jimmy Feix Field,22113.0,Bowling Green,KY,False,False,False,,148,178,835,181,384,98,120
2025,4,regular,2025-09-20 19:00:00-04:00,Saturday,7:00 PM,Jacksonville State,Murray State,,,False,Burgess–Snow Field at AmFirst Stadium,22500.0,Jacksonville,AL,False,False,False,,22,76,970,66,318,26,151
2025,4,regular,2025-09-20 19:30:00-04:00,Saturday,7:30 PM,Washington State,Washington,,,False,Martin Stadium,32248.0,Pullman,WA,False,True,False,,83,136,258,156,122,75,163
2025,4,regular,2025-09-20 19:30:00-04:00,Saturday,7:30 PM,Vanderbilt,Georgia State,,,False,FirstBank Stadium,28500.0,Nashville,TN,False,False,False,,138,111,320,165,254,95,114
2025,4,regular,2025-09-20 19:45:00-04:00,Saturday,7:45 PM,LSU,SE Louisiana,,,False,Tiger Stadium,102321.0,Baton Rouge,LA,False,False,False,,132,145,305,51,295,74,104
2025,4,regular,2025-09-20 20:00:00-04:00,Saturday,8:00 PM,Texas,Sam Houston,4.0,,False,Darrell K Royal–Texas Memorial Stadium,100119.0,Austin,TX,False,False,False,,146,244,206,124,250,96,163
2025,4,regular,2025-09-20 20:00:00-04:00,Saturday,8:00 PM,Texas State,Nicholls,,,False,Jim Wacker Field at UFCU Stadium,30000.0,San Marcos,TX,False,True,False,,93,171,419,187,138,82,171
2025,4,regular,2025-09-20 22:30:00-04:00,Saturday,10:30 PM,San Diego State,California,,,False,Snapdragon Stadium,35000.0,San Diego,CA,False,False,False,,150,95,167,99,166,36,84
2025,5,regular,2025-09-25 19:30:00-04:00,Thursday,7:30 PM,East Carolina,Army,,21.0,False,Bagwell Field at Dowdy–Ficklen Stadium,51000.0,Greenville,NC,False,False,True,,136,212,293,59,210,81,199
2025,5,regular,2025-09-26 19:00:00-04:00,Friday,7:00 PM,Virginia,Florida State,,,False,"Carl Smith Center, Home of David A. Harrison III Field at Scott Stadium",61500.0,Charlottesville[g],VA,False,True,True,,60,72,423,70,323,92,174
2025,5,regular,2025-09-26 21:00:00-04:00,Friday,9:00 PM,Arizona State,TCU,7.0,,False,"Frank Kush Field, Home of the ASU Sun Devils/Mountain America Stadium",56232.0,Tempe,AZ,False,False,True,,135,222,870,86,264,70,149
2025,5,regular,2025-09-26 22:30:00-04:00,Friday,10:30 PM,Oregon State,Houston,,,False,Reser Stadium,35548.0,Corvallis,OR,False,False,False,,100,218,600,109,198,46,169
2025,5,regular,2025-09-27 00:00:00-04:00,Saturday,,Kansas,Cincinnati,,,False,David Booth Kansas Memorial Stadium,50071.0,Lawrence,KS,False,False,True,,25,162,432,107,346,99,80
2025,5,regular,2025-09-27 00:00:00-04:00,Saturday,,Kansas State,UCF,,,False,Bill Snyder Family Football Stadium,50000.0,Manhattan,KS,False,False,True,,38,99,192,70,310,74,94
2025,5,regular,2025-09-27 00:00:00-04:00,Saturday,,Oklahoma State,Baylor,,,False,Boone Pickens Stadium,60218.0,Stillwater,OK,False,False,True,,107,184,300,136,153,32,139
2025,5,regular,2025-09-27 00:00:00-04:00,Saturday,,West Virginia,Utah,,,False,Mountaineer Field at Milan Puskar Stadium,60000.0,Morgantown,WV,False,False,True,,67,79,276,58,398,92,176
2025,5,regular,2025-09-27 00:00:00-04:00,Saturday,,Buffalo,UConn,,,False,UB Stadium,25013.0,Amherst[m],NY,False,False,False,,146,213,545,56,138,84,145
2025,5,regular,2025-09-27 00:00:00-04:00,Saturday,,Southern Miss,Jacksonville State,,,False,Carlisle-Faulkner Field at M.M. Roberts Stadium,36000.0,Hattiesburg,MS,False,False,False,,113,129,528,148,309,70,115
2025,5,regular,2025-09-27 00:00:00-04:00,Saturday,,Stanford,San José State,,,False,Stanford Stadium,50424.0,Stanford,CA,False,True,False,,71,70,424,63,335,22,160
2025,5,regular,2025-09-27 00:00:00-04:00,Saturday,,Air Force,Hawai'i,,,False,Falcon Stadium,39441.0,USAF Academy[i],CO,False,False,True,,54,108,677,178,215,71,88
2025,5,regular,2025-09-27 00:00:00-04:00,Saturday,,Boise State,App State,8.0,,False,Albertsons Stadium,36387.0,Boise,ID,False,False,False,,128,90,454,112,328,57,93
2025,5,regular,2025-09-27 00:00:00-04:00,Saturday,,Toledo,Akron,,,False,Glass Bowl,26038.0,Toledo,OH,False,False,True,,69,233,197,149,159,89,137
2025,5,regular,2025-09-27 00:00:00-04:00,Saturday,,Minnesota,Rutgers,,,False,Huntington Bank Stadium,50805.0,Minneapolis,MN,False,False,True,,72,99,484,154,157,28,96
2025,5,regular,2025-09-27 00:00:00-04:00,Saturday,,Texas A&M,Auburn,,,False,Kyle Field,102733.0,College Station,TX,False,False,True,,74,67,791,90,315,63,196
2025,5,regular,2025-09-27 00:00:00-04:00,Saturday,,South Carolina,Kentucky,19.0,,False,Williams–Brice Stadium,77559.0,Columbia,SC,False,False,True,,20,93,560,105,200,88,82
2025,5,regular,2025-09-27 00:00:00-04:00,Saturday,,Tulsa,Tulane,,,False,Skelly Field at H. A. Chapman Stadium,30000.0,Tulsa,OK,False,False,True,,50,128,955,78,351,63,168
2025,5,regular,2025-09-27 00:00:00-04:00,Saturday,,Kennesaw State,Middle Tennessee,,,False,Fifth Third Stadium,10200.0,Kennesaw[j],GA,False,False,True,,144,192,275,194,334,81,120
2025,5,regular,2025-09-27 00:00:00-04:00,Saturday,,Old Dominion,Liberty,,,False,Kornblau Field at S.B. Ballard Stadium,21944.0,Norfolk,VA,False,False,False,,50,146,863,92,257,54,83
2025,5,regular,2025-09-27 00:00:00-04:00,Saturday,,UTEP,Louisiana Tech,,,False,Sun Bowl Stadium,46670.0,El Paso,TX,False,False,True,,103,219,639,104,374,25,99
2025,5,regular,2025-09-27 00:00:00-04:00,Saturday,,Missouri State,Western Kentucky,,,False,Robert W. Plaster Stadium,17500.0,Springfield,MO,False,False,False,,79,100,980,87,130,72,111
2025,5,regular,2025-09-27 00:00:00-04:00,Saturday,,New Mexico,New Mexico State,,,False,University Stadium,39224.0,Albuquerque,NM,False,True,False,,20,59,437,176,395,65,133
2025,5,regular,2025-09-27 00:00:00-04:00,Saturday,,Iowa State,Arizona,15.0,,False,Jack Trice Stadium,61500.0,Ames,IA,False,False,True,,20,189,932,147,108,29,110
2025,5,regular,2025-09-27 00:00:00-04:00,Saturday,,Ohio,Bowling Green,,,False,Frank Solich Field at Peden Stadium,24000.0,Athens,OH,False,False,True,,94,52,535,189,340,28,167
2025,5,regular,2025-09-27 00:00:00-04:00,Saturday,,Central Michigan,Eastern Michigan,,,False,Kramer/Deromedi Field at Kelly/Shorts Stadium,30255.0,Mount Pleasant,MI,False,True,True,,119,153,564,63,120,84,175
2025,5,regular,2025-09-27 00:00:00-04:00,Saturday,,Illinois,USC,16.0,,False,Memorial Stadium,60670.0,Champaign,IL,False,False,True,,59,84,571,100,203,23,83
2025,5,regular,2025-09-27 00:00:00-04:00,Saturday,,Northwestern,UCLA,,,False,Northwestern Medicine Field at Martin Stadium[O 2],12023.0,Evanston,IL,True,False,True,,33,140,760,58,135,75,147
2025,5,regular,2025-09-27 00:00:00-04:00,Saturday,,Northern Illinois,San Diego State,,,False,,,,,False,False,False,,58,106,741,176,257,55,89
2025,5,regular,2025-09-27 00:00:00-04:00,Saturday,,Washington,Ohio State,,1.0,False,Alaska Airlines Field at Husky Stadium,70083.0,Seattle,WA,False,False,True,,120,212,863,175,201,80,142
2025,5,regular,2025-09-27 00:00:00-04:00,Saturday,,Iowa,Indiana,,10.0,False,Kinnick Stadium,69250.0,Iowa City,IA,False,False,True,,44,223,671,57,258,86,151
2025,5,regular,2025-09-27 00:00:00-04:00,Saturday,,Boston College,California,,,False,Alumni Stadium,44500.0,Newton[e],MA,False,False,True,,34,64,597,79,340,80,125
2025,5,regular,2025-09-27 00:00:00-04:00,Saturday,,Syracuse,Duke,20.0,,False,JMA Wireless Dome,42784.0,Syracuse,NY,False,False,True,,66,79,602,101,111,100,186
2025,5,regular,2025-09-27 00:00:00-04:00,Saturday,,Wake Forest,Georgia Tech,,,False,Allegacy Federal Credit Union Stadium,31500.0,Winston-Salem,NC,False,False,True,,31,145,262,89,176,76,192
2025,5,regular,2025-09-27 00:00:00-04:00,Saturday,,Pittsburgh,Louisville,,,False,Acrisure Stadium,68400.0,Pittsburgh,PA,False,False,True,,82,119,787,190,298,31,92
2025,5,regular,2025-09-27 00:00:00-04:00,Saturday,,James Madison,Georgia Southern,,,False,Bridgeforth Stadium,24878.0,Harrisonburg,VA,False,False,True,,77,140,911,186,314,50,94
2025,5,regular,2025-09-27 00:00:00-04:00,Saturday,,Louisiana,Marshall,,,False,Cajun Field,41426.0,Lafayette,LA,False,False,True,,58,152,948,73,350,38,158
2025,5,regular,2025-09-27 00:00:00-04:00,Saturday,,UL Monroe,Arkansas State,,,False,,,,,False,False,True,,96,190,416,108,389,27,197
2025,5,regular,2025-09-27 00:00:00-04:00,Saturday,,North Texas,South Alabama,,,False,DATCU Stadium,30850.0,Denton,TX,False,False,False,,127,229,769,136,323,46,180
2025,5,regular,2025-09-27 00:00:00-04:00,Saturday,,Florida Atlantic,Memphis,,24.0,False,Howard Schnellenberger Field at Flagler Credit Union Stadium,30000.0,Boca Raton,FL,False,False,True,,39,146,970,74,123,74,167
2025,5,regular,2025-09-27 00:00:00-04:00,Saturday,,NC State,Virginia Tech,,,False,Wayne Day Family Field at Carter–Finley Stadium,57583.0,Raleigh,NC,False,False,True,,115,205,281,153,344,83,129
2025,5,regular,2025-09-27 00:00:00-04:00,Saturday,,Ole Miss,LSU,11.0,,False,,,,,False,True,True,,39,217,940,156,291,67,94
2025,5,regular,2025-09-27 00:00:00-04:00,Saturday,,Mississippi State,Tennessee,,9.0,False,Davis Wade Stadium at Scott Field,61337.0,Mississippi State[h],MS,False,False,True,,58,76,709,148,152,84,96
2025,5,regular,2025-09-27 00:00:00-04:00,Saturday,,Missouri,Massachusetts,22.0,,False,Faurot Field at Memorial Stadium,61620.0,Columbia,MO,False,False,False,,29,132,788,162,378,48,166
2025,5,regular,2025-09-27 12:00:00-04:00,Saturday,12:00 PM,Arkansas,Notre Dame,,2.0,False,"Donald W. Reynolds Razorback Stadium, Frank Broyles Field",76212.0,Fayetteville,AR,False,False,False,,38,179,650,59,149,48,179
2025,5,regular,2025-09-27 12:45:00-04:00,Saturday,12:45 PM,Vanderbilt,Utah State,,,False,FirstBank Stadium,28500.0,Nashville,TN,False,False,False,,101,187,926,167,385,99,165
2025,5,regular,2025-09-27 15:30:00-04:00,Saturday,3:30 PM,Miami (OH),Lindenwood,,,False,,,,,False,False,False,,67,227,835,50,238,78,90
2025,5,regular,2025-09-27 15:30:00-04:00,Saturday,3:30 PM,Navy,Rice,,,False,Navy–Marine Corps Memorial Stadium,34000.0,Annapolis,MD,False,False,True,,116,169,687,160,297,54,98
2025,5,regular,2025-09-27 18:30:00-04:00,Saturday,6:30 PM,Western Michigan,Rhode Island,,,False,Waldo Stadium,30200.0,Kalamazoo,MI,False,False,False,,28,118,152,59,110,46,100
2025,5,regular,2025-09-27 19:30:00-04:00,Saturday,7:30 PM,Colorado State,Washington State,,,False,Sonny Lubick Field at Canvas Stadium,41200.0,Fort Collins,CO,False,False,False,,85,205,978,94,295,67,141
2025,5,regular,2025-09-27 19:30:00-04:00,Saturday,7:30 PM,Georgia,Alabama,6.0,17.0,True,Sanford Stadium,92746.0,Athens,GA,False,True,True,,149,111,283,94,293,91,185
2025,5,regular,2025-09-27 19:30:00-04:00,Saturday,7:30 PM,Penn State,Oregon,5.0,3.0,True,Beaver Stadium,106572.0,College Township[f],PA,False,False,True,,40,106,109,168,208,84,124
2025,5,regular,2025-09-27 22:15:00-04:00,Saturday,10:15 PM,Colorado,BYU,25.0,13.0,True,Folsom Field,50183.0,Boulder,CO,False,False,True,,131,236,234,121,226,92,138
2025,6,regular,2025-10-02 21:00:00-04:00,Thursday,9:00 PM,New Mexico State,Sam Houston,,,False,Aggie Memorial Stadium,30343.0,Las Cruces,NM,False,False,True,,126,243,512,154,223,25,83
2025,6,regular,2025-10-03 19:00:00-04:00,Friday,7:00 PM,Delaware,Western Kentucky,,,False,Delaware Stadium,18309.0,Newark,DE,False,False,False,,77,84,659,128,253,21,88
2025,6,regular,2025-10-03 19:00:00-04:00,Friday,7:00 PM,South Florida,Charlotte,,,False,Raymond James Stadium,65857.0,Tampa,FL,False,False,True,,106,129,523,63,111,96,87
2025,6,regular,2025-10-03 22:00:00-04:00,Friday,10:00 PM,San José State,New Mexico,,,False,,,,,False,False,True,,39,90,589,101,302,86,143
2025,6,regular,2025-10-03 22:30:00-04:00,Friday,10:30 PM,San Diego State,Colorado State,,,False,Snapdragon Stadium,35000.0,San Diego,CA,False,False,True,,100,56,484,132,118,84,192
2025,6,regular,2025-10-03 22:30:00-04:00,Friday,10:30 PM,BYU,West Virginia,13.0,,False,LaVell Edwards Stadium,63470.0,Provo,UT,False,False,True,,25,123,870,53,396,26,138
2025,6,regular,2025-10-04 00:00:00-04:00,Saturday,,UCF,Kansas,,,False,Acrisure Bounce House,44206.0,Orlando[c],FL,False,False,True,,50,120,154,107,248,22,114
2025,6,regular,2025-10-04 00:00:00-04:00,Saturday,,UCLA,Penn State,,5.0,False,Rose Bowl Stadium,89702.0,Pasadena,CA,False,False,True,,23,70,403,67,229,43,194
2025,6,regular,2025-10-04 00:00:00-04:00,Saturday,,Michigan,Wisconsin,,,False,Michigan Stadium,107601.0,Ann Arbor,MI,False,False,True,,112,215,502,96,108,46,171
2025,6,regular,2025-10-04 00:00:00-04:00,Saturday,,Maryland,Washington,,,False,SECU Stadium,51802.0,College Park,MD,False,False,True,,45,140,437,159,363,98,80
2025,6,regular,2025-10-04 00:00:00-04:00,Saturday,,Georgia State,James Madison,,,False,Center Parc Stadium,25000.0,Atlanta,GA,False,False,True,,33,141,351,132,391,37,181
2025,6,regular,2025-10-04 00:00:00-04:00,Saturday,,Old Dominion,Coastal Carolina,,,False,Kornblau Field at S.B. Ballard Stadium,21944.0,Norfolk,VA,False,False,True,,122,115,618,125,283,84,122
2025,6,regular,2025-10-04 00:00:00-04:00,Saturday,,Troy,South Alabama,,,False,Veterans Memorial Stadium at Larry Blakeney Field,30470.0,Troy,AL,False,True,True,,146,152,770,154,160,36,114
2025,6,regular,2025-10-04 00:00:00-04:00,Saturday,,UAB,Army,,21.0,False,Protective Stadium,47100.0,Birmingham,AL,False,False,True,,30,240,770,180,129,81,108
2025,6,regular,2025-10-04 00:00:00-04:00,Saturday,,Rice,Florida Atlantic,,,False,Rice Stadium,47000.0,Houston,TX,False,False,True,,106,189,871,62,359,29,159
2025,6,regular,2025-10-04 00:00:00-04:00,Saturday,,Memphis,Tulsa,24.0,,False,Simmons Bank Liberty Stadium,62380.0,Memphis,TN,False,False,True,,125,131,626,160,194,71,115
2025,6,regular,2025-10-04 00:00:00-04:00,Saturday,,Temple,UTSA,,,False,Lincoln Financial Field,68532.0,Philadelphia,PA,False,False,True,,32,74,486,80,277,72,162
2025,6,regular,2025-10-04 00:00:00-04:00,Saturday,,Louisville,Virginia,,,False,L&N Federal Credit Union Stadium,61000.0,Louisville,KY,False,False,True,,49,133,988,66,109,77,91
2025,6,regular,2025-10-04 00:00:00-04:00,Saturday,,SMU,Syracuse,12.0,20.0,True,Gerald J. Ford Stadium,32000.0,University Park[k],TX,False,False,True,,74,217,981,89,206,29,145
2025,6,regular,2025-10-04 00:00:00-04:00,Saturday,,Virginia Tech,Wake Forest,,,False,Lane Stadium/Worsham Field,66233.0,Blacksburg,VA,False,False,True,,39,246,101,200,366,36,128
2025,6,regular,2025-10-04 00:00:00-04:00,Saturday,,NC State,Campbell,,,False,Wayne Day Family Field at Carter–Finley Stadium,57583.0,Raleigh,NC,False,False,False,,28,91,552,100,207,25,158
2025,6,regular,2025-10-04 00:00:00-04:00,Saturday,,Arizona,Oklahoma State,,,False,Arizona Stadium,56029.0,Tucson,AZ,False,False,True,,46,147,547,156,182,72,169
2025,6,regular,2025-10-04 00:00:00-04:00,Saturday,,Baylor,Kansas State,,,False,McLane Stadium,45140.0,Waco,TX,False,False,True,,70,207,774,170,230,76,175
2025,6,regular,2025-10-04 00:00:00-04:00,Saturday,,Cincinnati,Iowa State,,15.0,False,Nippert Stadium,38088.0,Cincinnati,OH,False,False,True,,90,205,414,172,314,34,145
2025,6,regular,2025-10-04 00:00:00-04:00,Saturday,,Houston,Texas Tech,,,False,John O'Quinn Field at Space City Financial Stadium,40000.0,Houston,TX,False,True,True,,62,250,603,88,344,68,166
2025,6,regular,2025-10-04 00:00:00-04:00,Saturday,,TCU,Colorado,,25.0,False,Amon G. Carter Stadium,45000.0,Fort Worth,TX,False,False,True,,131,223,852,117,261,81,106
2025,6,regular,2025-10-04 00:00:00-04:00,Saturday,,Akron,Central Michigan,,,False,InfoCision Stadium–Summa Field,30000.0,Akron,OH,False,False,True,,143,146,599,153,241,94,133
2025,6,regular,2025-10-04 00:00:00-04:00,Saturday,,Florida State,Miami,,18.0,False,Bobby Bowden Field at Doak S. Campbell Stadium,79560.0,Tallahassee,FL,False,False,True,,36,185,154,66,389,36,158
2025,6,regular,2025-10-04 00:00:00-04:00,Saturday,,North Carolina,Clemson,,14.0,False,Kenan Stadium,50500.0,Chapel Hill,NC,False,False,True,,72,174,653,119,263,42,166
2025,6,regular,2025-10-04 00:00:00-04:00,Saturday,,California,Duke,,,False,California Memorial Stadium,62717.0,Berkeley,CA,False,False,True,,95,189,928,132,192,74,123
2025,6,regular,2025-10-04 00:00:00-04:00,Saturday,,Pittsburgh,Boston College,,,False,Acrisure Stadium,68400.0,Pittsburgh,PA,False,False,True,,75,135,296,137,239,40,150
2025,6,regular,2025-10-04 00:00:00-04:00,Saturday,,App State,Oregon State,,,False,,,,,False,False,False,,35,143,909,90,377,51,101
2025,6,regular,2025-10-04 00:00:00-04:00,Saturday,,Purdue,Illinois,,16.0,False,Ross–Ade Stadium,61441.0,West Lafayette,IN,False,True,True,,65,198,303,150,334,46,94
2025,6,regular,2025-10-04 00:00:00-04:00,Saturday,,Nebraska,Michigan State,,,False,"Memorial Stadium, Tom Osborne Field",85458.0,Lincoln,NE,False,False,True,,68,113,817,124,307,81,178
2025,6,regular,2025-10-04 00:00:00-04:00,Saturday,,Ohio State,Minnesota,1.0,,False,Ohio Stadium,102780.0,Columbus,OH,False,False,True,,23,213,620,154,143,99,95
2025,6,regular,2025-10-04 00:00:00-04:00,Saturday,,Northwestern,UL Monroe,,,False,Northwestern Medicine Field at Martin Stadium[O 2],12023.0,Evanston,IL,True,False,False,,127,52,365,190,293,91,117
2025,6,regular,2025-10-04 00:00:00-04:00,Saturday,,Florida,Texas,,4.0,False,Steve Spurrier-Florida Field at Ben Hill Griffin Stadium,88548.0,Gainesville,FL,False,False,True,,143,250,781,90,101,27,137
2025,6,regular,2025-10-04 00:00:00-04:00,Saturday,,Alabama,Vanderbilt,17.0,,False,Saban Field at Bryant–Denny Stadium,100077.0,Tuscaloosa,AL,False,False,True,,76,151,672,198,385,46,102
2025,6,regular,2025-10-04 00:00:00-04:00,Saturday,,Northern Illinois,Miami (OH),,,False,,,,,False,False,True,,65,217,265,193,212,44,113
2025,6,regular,2025-10-04 00:00:00-04:00,Saturday,,Massachusetts,Western Michigan,,,False,,,,,False,False,False,,139,59,436,102,360,98,148
2025,6,regular,2025-10-04 00:00:00-04:00,Saturday,,Buffalo,Eastern Michigan,,,False,UB Stadium,25013.0,Amherst[m],NY,False,False,True,,68,113,338,95,138,57,200
2025,6,regular,2025-10-04 00:00:00-04:00,Saturday,,Texas A&M,Mississippi State,,,False,Kyle Field,102733.0,College Station,TX,False,False,True,,77,243,759,58,208,25,113
2025,6,regular,2025-10-04 12:00:00-04:00,Saturday,12:00 PM,Georgia,Kentucky,6.0,,False,Sanford Stadium,92746.0,Athens,GA,False,False,True,,91,77,501,155,314,79,166
2025,6,regular,2025-10-04 12:00:00-04:00,Saturday,12:00 PM,Ball State,Ohio,,,False,Scheumann Stadium,22500.0,Muncie,IN,False,False,True,,55,62,907,73,187,20,138
2025,6,regular,2025-10-04 12:00:00-04:00,Saturday,12:00 PM,Navy,Air Force,,,False,Navy–Marine Corps Memorial Stadium,34000.0,Annapolis,MD,False,False,False,,95,140,106,134,234,54,192
2025,6,regular,2025-10-04 15:30:00-04:00,Saturday,3:30 PM,UConn,Florida International,,,False,Pratt & Whitney Stadium at Rentschler Field,40000.0,East Hartford,CT,False,False,False,,66,205,847,54,366,99,83
2025,6,regular,2025-10-04 15:30:00-04:00,Saturday,3:30 PM,Notre Dame,Boise State,2.0,8.0,True,Notre Dame Stadium,77622.0,Notre Dame,IN,False,False,False,,117,170,135,90,255,65,191
2025,6,regular,2025-10-04 16:00:00-04:00,Saturday,4:00 PM,Oklahoma,Kent State,,,False,Gaylord Family Oklahoma Memorial Stadium,80126.0,Norman,OK,False,False,False,,116,65,794,174,241,90,142
